designer_id,foundry_id,role,source
william-hamilton-page,p22-type-foundry,designer,designers.affiliations
wujin-sim,bold-monday,designer,designers.affiliations
kevin-yeh,space-type,designer,designers.affiliations
keya-vadgama,keya-vadgama,designer,designers.affiliations
kristian-thorsen,smuss-type-kiosk,designer,designers.affiliations
mark-johnson,trashtype,designer,designers.affiliations
sylvan-lanz,allcaps,designer,designers.affiliations
taisei-yoshida,adobe-originals,designer,designers.affiliations
timothy-donaldson,shapes-for-cash,designer,designers.affiliations
tipotype-team,tipotype,designer,designers.affiliations
william-morris,p22-type-foundry,designer,designers.affiliations
wim-crouwel,the-foundry-types,designer,designers.affiliations
xavier-dupre,typofonderie,designer,designers.affiliations
xavier-dupre,sudtipos,designer,designers.affiliations
rudolf-koch,klingspor,Type Designer,designers.affiliations
ryan-abdullah,self-released,designer,designers.affiliations
ryan-abdullah,kerns-cairns,designer,designers.affiliations
ryan-bugden,ryan-bugden,designer,designers.affiliations
tal-leming,type-supply,founder,designers.affiliations
tamara-segura,space-type,designer,designers.affiliations
tana-kosiyabong,r9-type-design,designer,designers.affiliations
tanguy-dortu,double-b-type,designer,designers.affiliations
tanguy-vanlaeys,205tf,designer,designers.affiliations
tania-chacana,rosetta,designer,designers.affiliations
tanja-modrakovic,dinamo,designer,designers.affiliations
pavel-pavlov,july-type,designer,designers.affiliations
tasos-varipatis,the-northern-block,designer,designers.affiliations
tassiana-nunez-costa,flavia-zimbardi,designer,designers.affiliations
team-77,lineto,designer,designers.affiliations
team-77,optimo,designer,designers.affiliations
ryan-williamson,f37,designer,designers.affiliations
ted-staunton,p22-type-foundry,designer,designers.affiliations
teja-smrekar,typemates,designer,designers.affiliations
teo-gaudet,collletttivo,designer,designers.affiliations
teo-tuominen,spoke,designer,designers.affiliations
teo-tuominen,typetogether,designer,designers.affiliations
terry-wudenbachs,hamilton-wood-type-collection,designer,designers.affiliations
terry-wudenbachs,lanston-type-company,designer,designers.affiliations
terry-wudenbachs,p22-type-foundry,designer,designers.affiliations
tezzo-suzuki,velvetyne,designer,designers.affiliations
thierry-blancpain,grilli-type,designer,designers.affiliations
thomas-bouillet,commercial-type,designer,designers.affiliations
thomas-bouville,205tf,designer,designers.affiliations
thomas-hirter,binnenland,designer,designers.affiliations
thomas-huot-marchand,205tf,designer,designers.affiliations
thomas-jockin,self-released,designer,designers.affiliations
thomas-jockin,delve-fonts,designer,designers.affiliations
thomas-lambeaux,production-type,designer,designers.affiliations
thomas-thiemich,type-by,designer,designers.affiliations
thy-ha,modern-type,designer,designers.affiliations
tibor-szikora,cinketype,designer,designers.affiliations
tida-tep,flavia-zimbardi,designer,designers.affiliations
tim-martin,hamilton-wood-type-collection,designer,designers.affiliations
tim-ripper,commercial-type,designer,designers.affiliations
tim-vanhille,blaze-type,designer,designers.affiliations
tim-vanhille,overtype,designer,designers.affiliations
tim-vanhille,self-released,designer,designers.affiliations
tienmin-liao,typeji,designer,designers.affiliations
tienmin-liao,commercial-type,designer,designers.affiliations
titus-schulz,bold-monday,designer,designers.affiliations
thomas-bizzarri,ott-ornamental-title-type,designer,designers.affiliations
sascha-bente,allcaps,designer,designers.affiliations
sascha-bente,dinamo,designer,designers.affiliations
sasha-smirnov,blaze-type,designer,designers.affiliations
sasikarn-vongin,rosetta,designer,designers.affiliations
toan-vu-huu,b-v-h-type,designer,designers.affiliations
tobias-frere-jones,frere-jones-type,founder,designers.affiliations
tobias-frere-jones,hoefler-co,partner,designers.affiliations
troy-leinster,leinster-type,founder,designers.affiliations
troy-leinster,hoefler-co,designer,designers.affiliations
tim-ahrens,just-another-foundry,designer,designers.affiliations
christian-schwartz,commercial-type,founder,designers.affiliations
christian-schwartz,frere-jones-type,designer,designers.affiliations
sergio-martins,rosetta,designer,designers.affiliations
william-stormdal,smuss-type-kiosk,designer,designers.affiliations
seryozha-rasskazov,typemates,designer,designers.affiliations
tom-carnese,dalton-maag,designer,designers.affiliations
tom-grace,typetogether,designer,designers.affiliations
toma-streltsova,typetype-foundry,designer,designers.affiliations
tomas-brousil,briefcase-type-foundry,designer,designers.affiliations
tomas-brousil,suitcase-type-foundry,designer,designers.affiliations
daniel-veneklaas,counter-forms,designer,designers.affiliations
daniel-veneklaas,sharp-type,designer,designers.affiliations
daniel-veneklaas,nuform,designer,designers.affiliations
daniel-veneklaas,smuss-type-kiosk,designer,designers.affiliations
eric-mourier,velvetyne,designer,designers.affiliations
simon-helmstetter,blaze-type,designer,designers.affiliations
duc-cao,dinamo,designer,designers.affiliations
duc-cao,blaze-type,designer,designers.affiliations
simon-memel,ecal-typefaces,designer,designers.affiliations
simon-merz,dinamo,designer,designers.affiliations
tor-weibull,kanon-foundry,designer,designers.affiliations
torleiv-sverdrup,p22-type-foundry,designer,designers.affiliations
toshi-omagari,tabular-type-foundry,designer,designers.affiliations
tracy-sabin,p22-type-foundry,designer,designers.affiliations
travis-kochel,vectro,designer,designers.affiliations
travis-kochel,xyz-type,designer,designers.affiliations
tre-seals,vocal-type,designer,designers.affiliations
trifon-andreev,lettersoup,designer,designers.affiliations
ulrike-rausch,liebefonts,designer,designers.affiliations
fanny-hamelin,proof-of-words,designer,designers.affiliations
fanny-hamelin,b-v-h-type,designer,designers.affiliations
fanny-hamelin,nan,designer,designers.affiliations
filip-matejicek,heavyweight,designer,designers.affiliations
lucas-liccini,hal-typefaces,designer,designers.affiliations
sofia-mohr,fabio-haag,designer,designers.affiliations
umar-al-faruq,type-colony,designer,designers.affiliations
urban-selj,dotless-type,designer,designers.affiliations
vaibhav-singh,mark-simonson-studio,designer,designers.affiliations
valentin-papon,velvetyne,designer,designers.affiliations
valentina-lupi,dotless-type,designer,designers.affiliations
valeria-duarte,sudtipos,designer,designers.affiliations
valerio-monopoli,morula-type,designer,designers.affiliations
valerio-monopoli,collletttivo,designer,designers.affiliations
valerio-monopoli,blaze-type,designer,designers.affiliations
valerio-monopoli,off-type,designer,designers.affiliations
valerio-monopoli,lift-type,designer,designers.affiliations
valerio-monopoli,t1-foundry,designer,designers.affiliations
valerio-monopoli,pangram-pangram,designer,designers.affiliations
matz-gasser,schriftlabor,designer,designers.affiliations
valeriy-gnevyshev,kyiv-type-foundry,designer,designers.affiliations
vicente-granger,blaze-type,designer,designers.affiliations
victor-montet,blaze-type,designer,designers.affiliations
victoria-rushton,victoria-rushton,designer,designers.affiliations
viktoria-usmanova,fontfabric,designer,designers.affiliations
viktoriya-gadomska-grabowska,rosetta,designer,designers.affiliations
viktoriya-grabowska,darden-studio,designer,designers.affiliations
vincent-connare,self-released,designer,designers.affiliations
vincent-connare,kerns-cairns,designer,designers.affiliations
vincent-page,production-type,designer,designers.affiliations
vojtech-preissig,p22-type-foundry,designer,designers.affiliations
wael-morcos,dinamo,designer,designers.affiliations
wael-morcos,david-jonathan-ross,designer,designers.affiliations
wael-morcos,bold-monday,designer,designers.affiliations
wael-morcos,mark-simonson-studio,designer,designers.affiliations
wei-huang,self-released,designer,designers.affiliations
wei-huang,monokrom,designer,designers.affiliations
wei-huang,counter-forms,designer,designers.affiliations
wei-yun-kan,sharp-type,designer,designers.affiliations
william-montrose,kilotype,designer,designers.affiliations
william-montrose,rosetta,designer,designers.affiliations
theodore-petrosky,self-released,designer,designers.affiliations
thierry-fetiveau,205tf,designer,designers.affiliations
william-caslon,lanston-type-company,designer,designers.affiliations
wouter-van-nes,right-now-type,designer,designers.affiliations
wouter-van-nes,studio-type,designer,designers.affiliations
xavier-erni,extraset,designer,designers.affiliations
xi-yanjun,typotheque,designer,designers.affiliations
xi-yanjun,tptq-arabic,designer,designers.affiliations
xiaoyuan-gao,notyourtype-foundry,designer,designers.affiliations
xiaoyuan-gao,velvetyne,designer,designers.affiliations
yanek-iontef,dinamo,designer,designers.affiliations
yanek-iontef,bold-monday,designer,designers.affiliations
yanik-hauschild,nice-to-type,designer,designers.affiliations
yevgeniy-anfalov,kyiv-type-foundry,designer,designers.affiliations
yoann-de-roeck,skritur,designer,designers.affiliations
pablo-bosch,dalton-maag,designer,designers.affiliations
tobias-holzmann,novo-typo,designer,designers.affiliations
tobias-rechsteiner,grilli-type,designer,designers.affiliations
tolbert-lanston,lanston-type-company,designer,designers.affiliations
yoann-minet,205tf,designer,designers.affiliations
yomar-augusto,brutal-types,designer,designers.affiliations
yorlmar-campos,typetogether,designer,designers.affiliations
yulia-gonina,typetype-foundry,designer,designers.affiliations
yury-ostromentsky,swiss-typefaces,designer,designers.affiliations
yury-ostromentsky,cstm-fonts,designer,designers.affiliations
zakhar-kryvoshyya,zakznak,designer,designers.affiliations
zhan-xiaofen,typotheque,designer,designers.affiliations
zhan-xiaofen,tptq-arabic,designer,designers.affiliations
zhang-miao,black-foundry,designer,designers.affiliations
zheng-chuyang,typotheque,designer,designers.affiliations
zheng-chuyang,tptq-arabic,designer,designers.affiliations
zhenya-spizhovyi,spizh,designer,designers.affiliations
ziga-anderlic,dotless-type,designer,designers.affiliations
zoran-pungercar,dotless-type,designer,designers.affiliations
petr-van-blokland,typetr,designer,designers.affiliations
sahar-afshar,dalton-maag,designer,designers.affiliations
sahar-afshar,dogray,designer,designers.affiliations
sahar-afshar,typetogether,designer,designers.affiliations
sahar-afshar,rosetta,designer,designers.affiliations
vanessa-olt,dinamo,designer,designers.affiliations
vanessa-zuniga-tinizaray,sudtipos,designer,designers.affiliations
vera-evstafieva,typetogether,designer,designers.affiliations
veronika-burian,typetogether,designer,designers.affiliations
viktor-zumegen,vzwo-type,designer,designers.affiliations
tamara-pilz,independently,designer,designers.affiliations
tamara-pilz,tamara-pilz,designer,designers.affiliations
ximena-jimenez,sudtipos,designer,designers.affiliations
xue-tianmeng,typotheque,designer,designers.affiliations
xue-tianmeng,tptq-arabic,designer,designers.affiliations
yana-alexieva,fontfabric,designer,designers.affiliations
yanina-arabena,sudtipos,designer,designers.affiliations
yann-esnault,blaze-type,designer,designers.affiliations
yann-valiani,en-travaux,designer,designers.affiliations
yassin-baggar,fatype,designer,designers.affiliations
yingtong-tan,dalton-maag,designer,designers.affiliations
ulrika-hellberg,letters-from-sweden,designer,designers.affiliations
walid-bouchouchi,velvetyne,designer,designers.affiliations
walsh,type-of-feeling,designer,designers.affiliations
walter-kach,edito,designer,designers.affiliations
walter-kach,commercial-type,designer,designers.affiliations
walter-kach,kanon-foundry,designer,designers.affiliations
weichi-he,lineto,designer,designers.affiliations
zrinka-buljubasic,dualtype,designer,designers.affiliations
zrinka-buljubasic,xyz-type,designer,designers.affiliations
zrinka-buljubasic,self-released,designer,designers.affiliations
zrinka-buljubasic,kerns-cairns,designer,designers.affiliations
zrinka-buljubasic,oh-no-type-co,designer,designers.affiliations
